148.47,103914.70,-83.72 
151.65,101804.34,-83.64 
154.90,99646.66,-83.56 
158.21,97521.58,-83.42 
161.60,95496.82,-83.28 
165.06,93539.09,-83.15 
168.60,91542.89,-82.94 
172.21,89760.59,-82.88 
175.90,87983.80,-82.69 
179.67,86033.03,-82.63 
183.51,84402.69,-82.44 
187.45,82488.80,-82.27 
191.46,80942.38,-82.19 
195.56,79224.43,-81.87 
199.75,77605.01,-81.91 
204.03,76127.46,-81.65 
208.40,74367.32,-81.51 
212.86,73012.71,-81.41 
217.42,71433.34,-81.11 
222.08,69983.70,-81.04 
226.84,68630.69,-80.85 
231.69,67142.72,-80.66 
236.66,65810.89,-80.50 
241.73,64447.71,-80.29 
246.90,63182.59,-80.11 
252.19,61905.87,-79.92 
257.59,60609.57,-79.72 
263.11,59404.60,-79.54 
268.75,58201.76,-79.32 
274.50,57054.75,-79.13 
280.38,55873.17,-78.90 
286.39,54771.63,-78.68 
292.52,53648.98,-78.44 
298.79,52588.02,-78.23 
305.19,51494.66,-78.01 
311.73,50489.19,-77.80 
318.40,49463.88,-77.56 
325.22,48509.12,-77.33 
332.19,47516.91,-77.08 
339.30,46598.16,-76.83 
346.57,45665.55,-76.57 
354.00,44751.28,-76.30 
361.58,43877.43,-76.04 
369.32,43004.20,-75.75 
377.23,42179.41,-75.50 
385.31,41346.02,-75.23 
393.57,40517.23,-74.92 
402.00,39742.45,-74.63 
410.61,38989.08,-74.32 
419.40,38223.37,-74.03 
428.39,37486.30,-73.74 
437.56,36768.04,-73.42 
446.93,36063.63,-73.10 
456.51,35358.32,-72.77 
466.29,34689.28,-72.44 
476.27,34034.57,-72.12 
486.47,33400.09,-71.78 
496.89,32762.41,-71.43 
507.54,32144.31,-71.06 
518.41,31532.78,-70.71 
529.51,30952.16,-70.34 
540.85,30381.37,-69.97 
552.44,29818.79,-69.61 
564.27,29282.44,-69.23 
576.36,28743.53,-68.84 
588.70,28223.60,-68.45 
601.31,27716.15,-68.06 
614.19,27220.23,-67.64 
627.35,26731.27,-67.23 
640.79,26253.26,-66.81 
654.51,25784.13,-66.37 
668.53,25330.58,-65.94 
682.85,24887.35,-65.50 
697.48,24463.47,-65.07 
712.42,24048.63,-64.62 
727.68,23637.50,-64.16 
743.26,23231.95,-63.70 
759.18,22842.34,-63.24 
775.44,22469.58,-62.77 
792.05,22091.91,-62.28 
809.02,21734.82,-61.80 
826.35,21383.08,-61.32 
844.05,21034.53,-60.80 
862.13,20705.98,-60.32 
880.59,20372.90,-59.80 
899.45,20061.97,-59.30 
918.72,19747.93,-58.77 
938.40,19451.85,-58.26 
958.50,19156.58,-57.72 
979.03,18866.81,-57.18 
1000.00,18593.54,-56.66 
1021.42,18322.25,-56.12 
1043.30,18055.29,-55.56 
1065.64,17800.29,-55.01 
1088.47,17553.21,-54.47 
1111.78,17313.37,-53.92 
1135.60,17076.92,-53.36 
1159.92,16848.22,-52.79 
1184.77,16625.08,-52.22 
1210.14,16408.98,-51.65 
1236.06,16198.28,-51.08 
1262.54,15995.50,-50.51 
1289.58,15795.61,-49.92 
1317.21,15599.61,-49.33 
1345.42,15413.09,-48.75 
1374.24,15233.54,-48.18 
1403.67,15054.45,-47.58 
1433.74,14886.28,-47.00 
1464.45,14720.30,-46.41 
1495.82,14558.37,-45.82 
1527.86,14400.64,-45.23 
1560.58,14252.70,-44.65 
1594.01,14102.86,-44.05 
1628.15,13956.61,-43.45 
1663.03,13826.70,-42.87 
1698.65,13690.69,-42.30 
1735.03,13567.13,-41.73 
1772.19,13440.53,-41.12 
1810.15,13318.77,-40.56 
1848.93,13202.26,-39.96 
1888.53,13086.84,-39.38 
1928.98,12975.75,-38.79 
1970.30,12869.70,-38.23 
2012.50,12766.64,-37.66 
2055.61,12666.21,-37.08 
2099.64,12571.16,-36.52 
2144.61,12479.12,-35.96 
2190.55,12387.80,-35.39 
2237.47,12301.30,-34.84 
2285.39,12218.74,-34.30 
2334.34,12137.53,-33.75 
2384.34,12059.66,-33.21 
2435.42,11984.28,-32.68 
2487.58,11910.50,-32.13 
2540.86,11839.76,-31.60 
2595.29,11772.75,-31.08 
2650.88,11706.43,-30.55 
2707.66,11644.55,-30.05 
2765.65,11582.05,-29.53 
2824.89,11523.28,-29.02 
2885.40,11466.74,-28.53 
2947.20,11412.33,-28.04 
3010.33,11359.70,-27.56 
3074.81,11308.41,-27.06 
3140.67,11259.16,-26.59 
3207.94,11212.02,-26.13 
3276.66,11167.13,-25.65 
3346.84,11123.50,-25.20 
3418.53,11081.35,-24.75 
3491.75,11038.06,-24.31 
3566.54,11002.36,-23.86 
3642.93,10962.41,-23.44 
3720.96,10926.31,-23.01 
3800.66,10891.33,-22.58 
3882.07,10857.83,-22.17 
3965.22,10825.35,-21.76 
4050.16,10793.32,-21.35 
4136.91,10763.32,-20.95 
4225.52,10734.52,-20.56 
4316.03,10706.73,-20.18 
4408.48,10679.74,-19.80 
4502.90,10654.40,-19.43 
4599.35,10629.15,-19.06 
4697.87,10604.95,-18.69 
4798.49,10581.82,-18.34 
4901.27,10560.47,-18.00 
5006.26,10538.72,-17.65 
5113.49,10519.25,-17.33 
5223.02,10497.01,-16.97 
5334.89,10478.17,-16.65 
5449.16,10461.20,-16.33 
5565.88,10443.96,-16.02 
5685.10,10427.00,-15.71 
5806.87,10410.71,-15.40 
5931.25,10395.34,-15.10 
6058.29,10380.24,-14.81 
6188.06,10365.98,-14.53 
6320.60,10351.79,-14.24 
6455.99,10338.56,-13.96 
6594.27,10325.84,-13.69 
6735.51,10313.84,-13.43 
6879.79,10299.86,-13.16 
7027.15,10291.65,-12.90 
7177.66,10279.48,-12.65 
7331.41,10268.65,-12.40 
7488.44,10258.96,-12.16 
7648.84,10249.29,-11.92 
7812.67,10240.09,-11.68 
7980.02,10230.94,-11.46 
8150.94,10222.37,-11.23 
8325.53,10214.02,-11.01 
8503.86,10206.55,-10.79 
8686.01,10196.07,-10.58 
8872.06,10192.28,-10.37 
9062.09,10183.49,-10.17 
9256.20,10177.24,-9.97 
9454.46,10170.98,-9.77 
9656.97,10164.43,-9.58 
9863.82,10158.41,-9.39 
10075.09,10152.17,-9.21 
10290.90,10146.26,-9.03 
10511.32,10141.98,-8.85 
10736.47,10136.17,-8.67 
10966.44,10132.57,-8.50 
11201.33,10126.98,-8.34 
11441.26,10122.62,-8.18 
11686.32,10117.97,-8.01 
11936.64,10113.41,-7.86 
12192.31,10109.61,-7.71 
12453.47,10105.01,-7.56 
12720.21,10101.73,-7.41 
12992.67,10098.21,-7.27 
13270.97,10095.04,-7.12 
13555.23,10091.39,-6.99 
13845.57,10086.96,-6.85 
14142.14,10085.47,-6.72 
14445.05,10082.35,-6.59 
14754.46,10079.60,-6.46 
15070.49,10077.19,-6.34 
15393.29,10073.98,-6.22 
15723.01,10072.01,-6.10 
16059.78,10068.89,-5.98 
16403.78,10066.43,-5.87 
16755.14,10064.66,-5.76 
17114.02,10062.29,-5.64 
17480.59,10059.45,-5.55 
17855.02,10058.30,-5.44 
18237.46,10056.36,-5.34 
18628.10,10054.13,-5.24 
19027.10,10054.09,-5.13 
19434.65,10051.09,-5.04 
19850.93,10049.54,-4.95 
20276.13,10048.08,-4.86 
20710.43,10045.53,-4.77 
21154.04,10044.89,-4.69 
21607.15,10043.35,-4.61 
22069.96,10041.95,-4.52 
22542.69,10039.01,-4.44 
23025.54,10039.40,-4.36 
23518.73,10038.37,-4.29 
24022.49,10037.51,-4.20 
24537.04,10035.99,-4.14 
25062.61,10034.63,-4.07 
25599.43,10033.46,-4.00 
26147.76,10032.92,-3.93 
26707.83,10031.58,-3.86 
27279.90,10030.41,-3.80 
27864.22,10029.85,-3.73 
28461.05,10028.89,-3.67 
29070.67,10028.38,-3.61 
29693.35,10027.26,-3.56 
30329.37,10026.96,-3.50 
30979.00,10025.53,-3.45 
31642.56,10025.14,-3.39 
32320.32,10024.50,-3.34 
33012.61,10025.19,-3.29 
33719.71,10022.62,-3.24 
34441.97,10022.37,-3.19 
35179.70,10021.35,-3.15 
35933.23,10021.14,-3.11 
36702.90,10020.80,-3.06 
37489.06,10019.94,-3.02 
38292.05,10019.11,-2.97 
39112.25,10019.03,-2.94 
39950.01,10017.77,-2.90 
40805.71,10017.81,-2.86 
41679.75,10016.26,-2.83 
42572.51,10016.87,-2.79 
43484.39,10016.52,-2.75 
44415.80,10016.66,-2.72 
45367.16,10015.34,-2.69 
46338.90,10015.60,-2.66 
47331.45,10014.46,-2.63 
48345.27,10015.14,-2.61 
49380.79,10014.11,-2.58 
50438.50,10012.10,-2.56 
51518.87,10012.67,-2.53 
52622.38,10012.55,-2.51 
53749.52,10012.14,-2.48 
54900.80,10012.14,-2.47 
56076.75,10011.36,-2.45 
57277.88,10010.28,-2.43 
58504.74,10010.46,-2.41 
59757.88,10010.09,-2.40 
61037.86,10009.98,-2.38 
62345.25,10008.20,-2.37 
63680.65,10008.27,-2.35 
65044.66,10009.12,-2.34 
66437.88,10009.20,-2.33 
67860.94,10007.72,-2.32 
69314.48,10008.83,-2.31 
70799.16,10008.16,-2.31 
72315.64,10006.89,-2.30 
73864.60,10007.49,-2.29 
75446.74,10006.88,-2.28 
77062.77,10005.79,-2.28 
78713.41,10006.14,-2.27 
80399.41,10005.47,-2.28 
82121.52,10004.77,-2.28 
83880.52,10004.70,-2.27 
85677.19,10003.51,-2.28 
87512.34,10003.69,-2.28 
89386.81,10004.07,-2.28 
91301.42,10002.27,-2.28 
93257.05,10001.86,-2.29 
95254.56,10003.39,-2.30 
97294.87,10001.41,-2.31 
99378.87,10001.67,-2.31 
101507.51,10001.03,-2.32 
103681.74,10000.38,-2.33 
105902.55,10000.10,-2.34 
108170.92,9999.38,-2.36 
110487.88,9999.80,-2.37 
112854.47,9998.56,-2.38 
115271.75,9997.31,-2.39 
117740.80,9997.31,-2.41 
120262.74,9996.99,-2.43 
122838.70,9995.06,-2.45 
125469.84,9995.47,-2.46 
128157.34,9993.91,-2.49 
130902.40,9994.04,-2.51 
133706.25,9992.56,-2.53 
136570.17,9992.19,-2.56 
139495.42,9991.20,-2.59 
142483.34,9990.67,-2.61 
145535.25,9989.34,-2.64 
148652.53,9987.86,-2.66 
151836.59,9987.29,-2.70 
155088.84,9986.33,-2.72 
158410.77,9986.10,-2.76 
161803.83,9984.23,-2.79 
165269.58,9983.43,-2.83 
168809.56,9982.21,-2.86 
172425.36,9981.10,-2.90 
176118.63,9980.54,-2.93 
179890.98,9979.11,-2.96 
183744.14,9977.29,-3.01 
187679.84,9975.41,-3.05 
191699.84,9975.33,-3.09 
195805.95,9973.93,-3.14 
200000.00,10941.02,-4.50 
5.00,102244.38,-3.71 
5.11,103731.45,-3.75 
5.22,105172.21,-3.81 
5.33,106753.01,-3.87 
5.44,108168.63,-3.93 
5.56,109698.86,-4.01 
5.68,111259.07,-4.09 
